Weather,Road_Type,Time_of_Day,Traffic_Density,Speed_Limit,Number_of_Vehicles,Driver_Alcohol,Accident_Severity,Road_Condition,Vehicle_Type,Driver_Age,Driver_Experience,Road_Light_Condition,Accident
Snowy,Highway,Evening,0,30,4,0,Low,Dry,Car,37,41,Daylight,0
Stormy,Highway,Afternoon,0,100,1,0,Low,Icy,Car,48,35,Daylight,0
Clear,Rural Road,Afternoon,1,80,1,0,Low,Dry,Truck,53,37,Daylight,1
Clear,Highway,Night,2,60,4,0,Low,Wet,Motorcycle,42,54,Artificial Light,0
Rainy,Rural Road,Night,2,100,3,0,Moderate,Dry,Car,24,37,Artificial Light,0
Rainy,Highway,Morning,0,60,1,0,Moderate,Dry,Car,34,17,Artificial Light,1
Clear,Rural Road,Morning,0,50,5,0,Low,Dry,Car,51,16,No Light,1
Stormy,Highway,Evening,1,60,14,0,Moderate,Under Construction,Car,28,34,Artificial Light,0
Clear,Mountain Road,Afternoon,1,100,2,0,Moderate,Dry,Car,56,35,Artificial Light,1
Rainy,City Road,Afternoon,2,100,3,0,Low,Dry,Car,27,20,Artificial Light,1
Clear,Mountain Road,Night,2,185,2,0,Low,Dry,Car,58,28,Artificial Light,1
Clear,Highway,Morning,1,80,10,0,Low,Icy,Car,33,62,Daylight,0
Rainy,Highway,Morning,2,30,2,0,Low,Under Construction,Truck,34,37,Artificial Light,0
Stormy,Rural Road,Evening,1,60,5,1,Low,Dry,Car,65,60,Artificial Light,0
Foggy,City Road,Evening,2,60,1,0,High,Dry,Truck,64,29,Daylight,0
Clear,City Road,Morning,2,50,4,0,Low,Icy,Car,25,40,Daylight,0
Clear,Highway,Afternoon,2,80,1,0,Low,Wet,Car,47,12,Artificial Light,0
Snowy,Rural Road,Night,2,30,4,0,High,Dry,Car,51,25,Daylight,0
Clear,Highway,Evening,2,30,3,0,Low,Dry,Car,59,40,Daylight,0
Clear,City Road,Morning,1,100,4,0,Low,Icy,Car,47,24,Artificial Light,1
Rainy,Highway,Evening,2,100,2,0,Low,Wet,Car,20,23,Artificial Light,1
Clear,City Road,Evening,2,80,5,0,Low,Wet,Car,69,54,Daylight,1
Rainy,Rural Road,Afternoon,2,100,1,0,Moderate,Dry,Car,27,40,Artificial Light,0
Foggy,Highway,Afternoon,0,60,2,0,Low,Dry,Car,33,54,Artificial Light,0
Rainy,City Road,Evening,1,60,4,0,Low,Dry,Truck,54,27,Artificial Light,0
Rainy,City Road,Evening,0,80,1,0,Moderate,Dry,Car,21,57,Daylight,0
Clear,Mountain Road,Night,1,80,3,0,Low,Icy,Truck,61,42,Artificial Light,0
Clear,Highway,Morning,1,50,3,0,Moderate,Dry,Truck,26,35,Artificial Light,0
Snowy,Highway,Afternoon,1,80,2,0,Moderate,Icy,Car,46,49,Daylight,0
Stormy,Highway,Evening,1,100,1,0,Low,Dry,Car,56,45,Daylight,0
Rainy,Highway,Evening,0,60,5,0,High,Icy,Car,23,42,Daylight,0
Rainy,City Road,Morning,1,30,3,1,Moderate,Dry,Truck,54,55,Artificial Light,0
Rainy,City Road,Evening,0,50,5,0,Moderate,Under Construction,Car,62,45,Artificial Light,1
Foggy,Highway,Afternoon,1,80,4,0,High,Dry,Car,31,43,Daylight,1
Rainy,Highway,Night,2,120,2,0,Low,Dry,Car,54,15,Artificial Light,0
Clear,City Road,Afternoon,1,100,1,0,Low,Wet,Truck,44,13,Daylight,0
Snowy,Highway,Afternoon,2,60,1,0,Low,Dry,Car,27,43,Artificial Light,1
Clear,Highway,Evening,2,60,1,0,Low,Dry,Car,21,51,Daylight,0
Rainy,Highway,Afternoon,0,120,5,0,Moderate,Wet,Truck,66,32,Artificial Light,1
Clear,Highway,Morning,0,50,3,0,Low,Dry,Car,48,25,Daylight,0
Clear,City Road,Afternoon,2,50,2,1,Low,Icy,Car,25,69,Artificial Light,0
Clear,Rural Road,Evening,2,60,11,0,Moderate,Icy,Car,18,12,Daylight,0
Stormy,City Road,Afternoon,1,50,4,0,Moderate,Dry,Car,29,50,Artificial Light,1
Snowy,Highway,Evening,0,60,5,0,Low,Under Construction,Motorcycle,23,38,Artificial Light,0
Stormy,Highway,Evening,2,100,5,0,Moderate,Wet,Truck,19,40,Artificial Light,0
Clear,Highway,Evening,0,80,4,0,Moderate,Dry,Car,24,30,Daylight,0
Clear,Highway,Night,1,213,3,0,Moderate,Wet,Car,20,17,Artificial Light,1
Rainy,Highway,Afternoon,2,100,5,0,Low,Dry,Motorcycle,45,20,Artificial Light,0
Clear,Rural Road,Afternoon,2,60,2,0,Moderate,Dry,Car,46,29,Daylight,0
Rainy,Mountain Road,Afternoon,2,100,4,0,Low,Wet,Car,21,55,Artificial Light,1
Foggy,Highway,Afternoon,0,50,3,0,Low,Dry,Truck,37,60,Daylight,1
Snowy,Highway,Night,1,100,3,0,Moderate,Wet,Bus,40,41,Daylight,1
Clear,Highway,Evening,1,80,2,0,Low,Under Construction,Truck,66,49,Daylight,0
Rainy,Rural Road,Morning,1,50,3,0,Low,Dry,Car,46,56,Artificial Light,0
Stormy,Mountain Road,Afternoon,1,100,1,1,Low,Dry,Car,42,39,Artificial Light,1
Clear,Rural Road,Afternoon,1,100,1,0,Low,Dry,Motorcycle,21,56,Artificial Light,1
Snowy,Highway,Afternoon,1,80,4,0,High,Wet,Car,37,14,Daylight,0
Clear,City Road,Evening,1,30,1,0,Low,Under Construction,Car,24,53,Daylight,0
Clear,Highway,Afternoon,1,195,5,0,High,Wet,Car,69,60,Daylight,0
Clear,Highway,Evening,2,30,4,1,Low,Dry,Car,61,60,Daylight,0
Clear,Highway,Afternoon,1,60,2,1,Moderate,Icy,Car,65,37,Daylight,0
Clear,Highway,Morning,0,60,5,0,Low,Under Construction,Car,33,65,Artificial Light,0
Snowy,City Road,Morning,1,185,3,0,Moderate,Dry,Car,33,64,Artificial Light,1
Foggy,Highway,Morning,1,120,4,0,High,Icy,Car,58,41,Daylight,0
Rainy,Mountain Road,Afternoon,1,120,4,0,Low,Under Construction,Car,44,13,Daylight,1
Rainy,City Road,Afternoon,1,100,3,0,Low,Icy,Car,18,60,No Light,0
Clear,Rural Road,Morning,0,60,3,0,Moderate,Under Construction,Car,43,41,Artificial Light,0
Rainy,Highway,Night,0,60,1,0,Low,Wet,Car,55,50,Artificial Light,0
Foggy,Rural Road,Night,1,80,5,0,Low,Dry,Car,46,19,Artificial Light,1
Clear,Highway,Morning,2,30,3,1,Moderate,Dry,Car,23,35,Daylight,1
Rainy,Mountain Road,Evening,1,30,3,0,Moderate,Dry,Car,19,67,No Light,0
Rainy,Rural Road,Afternoon,2,60,2,0,Low,Wet,Truck,69,36,Artificial Light,0
Clear,Highway,Night,1,30,4,0,Moderate,Under Construction,Car,67,57,Artificial Light,0
Rainy,Highway,Morning,1,80,3,0,Low,Dry,Car,65,30,Artificial Light,0
Snowy,Highway,Evening,1,60,3,0,Low,Icy,Car,59,43,Artificial Light,0
Rainy,City Road,Afternoon,1,80,2,0,Moderate,Dry,Truck,51,13,Artificial Light,0
Foggy,Highway,Afternoon,1,100,2,0,High,Under Construction,Car,69,60,Artificial Light,0
Rainy,Highway,Evening,0,80,2,0,Low,Icy,Car,32,38,Daylight,1
Rainy,Mountain Road,Evening,2,50,3,0,Low,Dry,Car,27,44,No Light,0
Clear,Highway,Afternoon,1,50,13,0,Low,Under Construction,Car,36,41,Artificial Light,0
Clear,Highway,Morning,0,60,2,0,Low,Icy,Truck,28,51,Artificial Light,0
Clear,Highway,Morning,1,60,5,1,Low,Wet,Car,69,41,Artificial Light,0
Clear,Highway,Afternoon,1,100,2,0,Moderate,Under Construction,Bus,29,49,Daylight,0
Rainy,City Road,Evening,1,50,1,0,Low,Dry,Car,59,60,Artificial Light,0
Clear,Highway,Evening,1,30,5,0,Moderate,Dry,Car,59,34,Artificial Light,0
Clear,City Road,Morning,2,30,2,0,Low,Wet,Motorcycle,22,44,Artificial Light,0
Rainy,Highway,Afternoon,0,50,5,0,Moderate,Dry,Car,42,39,Artificial Light,1
Clear,Highway,Afternoon,1,100,5,0,Low,Under Construction,Motorcycle,28,39,Artificial Light,0
Clear,Highway,Evening,2,60,5,0,Low,Dry,Truck,47,50,Daylight,0
Stormy,Highway,Morning,2,60,5,0,High,Dry,Car,52,19,Daylight,0
Snowy,Highway,Night,2,30,2,0,Low,Dry,Car,52,41,Artificial Light,0
Clear,City Road,Afternoon,0,100,4,0,Low,Dry,Car,36,12,Artificial Light,0
Clear,Highway,Morning,1,30,1,0,Low,Icy,Car,41,59,Artificial Light,0
Rainy,Rural Road,Afternoon,2,80,5,1,Moderate,Icy,Car,30,39,No Light,1
Rainy,Highway,Evening,2,60,4,0,Low,Icy,Car,51,67,Artificial Light,1
Foggy,City Road,Afternoon,1,100,2,0,Low,Dry,Car,40,58,Artificial Light,0
Foggy,Highway,Evening,1,80,2,0,Low,Dry,Car,19,13,Artificial Light,0
Rainy,City Road,Afternoon,1,50,4,0,Low,Wet,Car,19,48,Daylight,0
Clear,Highway,Afternoon,1,50,3,0,Low,Dry,Car,27,44,Daylight,0
Foggy,Rural Road,Evening,2,50,4,1,Moderate,Wet,Car,63,50,Daylight,1
Rainy,City Road,Afternoon,1,60,1,0,High,Dry,Car,46,50,Artificial Light,1
Rainy,Mountain Road,Evening,1,60,2,0,Moderate,Dry,Motorcycle,33,55,Daylight,1
Stormy,City Road,Afternoon,0,60,3,0,High,Dry,Motorcycle,27,62,Artificial Light,0
Clear,Highway,Afternoon,2,80,5,0,Moderate,Dry,Car,61,42,Artificial Light,1
Clear,City Road,Evening,1,30,1,0,Moderate,Dry,Car,59,43,Artificial Light,0
Rainy,Highway,Afternoon,0,120,3,1,Low,Dry,Car,52,17,Artificial Light,0
Clear,City Road,Morning,0,120,3,0,High,Under Construction,Bus,27,69,Artificial Light,0
Rainy,Highway,Morning,1,30,4,0,Low,Dry,Car,54,50,Daylight,1
Foggy,Highway,Afternoon,0,60,5,0,Low,Under Construction,Car,50,64,Daylight,0
Clear,Highway,Night,0,80,1,0,High,Wet,Bus,39,37,Artificial Light,0
Rainy,Rural Road,Evening,0,60,1,0,Low,Icy,Car,42,50,Artificial Light,0
Rainy,Highway,Morning,2,50,1,0,Moderate,Under Construction,Motorcycle,19,54,Artificial Light,0
Rainy,City Road,Afternoon,1,50,3,0,Moderate,Wet,Car,31,22,Daylight,0
Clear,Highway,Evening,2,50,2,1,Low,Icy,Car,37,48,Artificial Light,1
Rainy,Mountain Road,Evening,0,50,3,0,Low,Dry,Car,54,41,Artificial Light,0
Foggy,Mountain Road,Evening,2,100,2,1,Low,Wet,Car,58,33,Artificial Light,1
Clear,Highway,Morning,2,80,4,0,Low,Wet,Car,47,24,Artificial Light,0
Snowy,Highway,Evening,1,80,13,0,Low,Dry,Car,65,35,Daylight,0
Clear,City Road,Evening,2,100,2,0,Low,Under Construction,Car,60,17,Artificial Light,0
Rainy,City Road,Evening,1,80,1,1,Moderate,Dry,Car,44,12,No Light,0
Clear,Highway,Morning,1,100,2,0,Low,Dry,Car,32,39,Artificial Light,0
Clear,Highway,Evening,2,30,10,0,Low,Dry,Car,55,34,Artificial Light,1
Clear,Highway,Afternoon,1,30,1,0,Moderate,Under Construction,Car,38,30,Daylight,1
Clear,Highway,Evening,2,50,1,0,Low,Dry,Truck,39,39,Artificial Light,0
Clear,Highway,Evening,2,80,3,0,Low,Dry,Car,19,37,Daylight,1
Clear,Rural Road,Morning,2,30,1,0,High,Icy,Motorcycle,41,51,No Light,0
Clear,Highway,Afternoon,1,100,5,1,Low,Wet,Car,34,55,Artificial Light,0
Clear,Highway,Afternoon,0,60,3,0,Low,Wet,Car,68,38,Artificial Light,0
Clear,Highway,Night,0,30,1,0,Low,Wet,Car,18,21,No Light,1
Snowy,City Road,Night,1,60,1,0,Low,Under Construction,Car,69,21,Artificial Light,0
Rainy,Highway,Afternoon,2,60,3,0,Moderate,Dry,Car,33,65,Artificial Light,0
Clear,City Road,Afternoon,0,60,4,0,Low,Wet,Car,63,33,Artificial Light,0
Clear,City Road,Afternoon,2,60,11,0,Low,Under Construction,Motorcycle,48,59,Artificial Light,0
Snowy,Highway,Evening,1,100,2,0,Low,Dry,Car,68,52,Daylight,0
Clear,City Road,Evening,1,60,2,0,Low,Icy,Car,28,60,Daylight,0
Rainy,City Road,Evening,2,100,5,0,Low,Dry,Car,68,20,Artificial Light,0
Clear,Rural Road,Afternoon,1,60,4,0,Moderate,Dry,Truck,62,25,Daylight,0
Clear,City Road,Afternoon,1,60,1,0,Moderate,Dry,Car,43,39,Artificial Light,0
Clear,Highway,Afternoon,0,80,3,0,Low,Wet,Car,45,15,Daylight,0
Clear,City Road,Morning,2,60,4,0,Moderate,Icy,Car,65,10,Artificial Light,0
Rainy,Highway,Night,0,60,4,0,Low,Dry,Car,69,49,Artificial Light,0
Rainy,City Road,Afternoon,0,60,1,0,Moderate,Dry,Car,52,43,Daylight,0
Clear,City Road,Evening,1,120,5,0,Low,Dry,Car,62,57,Artificial Light,1
Clear,Mountain Road,Evening,0,50,4,0,Low,Under Construction,Car,42,33,Artificial Light,0
Clear,Highway,Morning,0,100,1,0,Low,Dry,Truck,52,40,Daylight,0
Clear,City Road,Morning,2,100,11,0,Moderate,Dry,Car,60,54,Artificial Light,1
Stormy,City Road,Evening,2,80,1,1,Low,Wet,Motorcycle,51,50,Daylight,0
Clear,Highway,Afternoon,0,60,2,0,Moderate,Wet,Car,69,57,Artificial Light,0
Clear,Highway,Morning,1,100,4,0,Low,Under Construction,Car,32,66,Artificial Light,0
Clear,Rural Road,Night,1,60,5,0,Low,Dry,Car,51,18,Artificial Light,1
Rainy,Rural Road,Afternoon,2,50,1,0,Moderate,Under Construction,Car,68,64,Artificial Light,0
Rainy,Highway,Morning,0,30,4,1,High,Dry,Car,48,60,Artificial Light,0
Snowy,City Road,Afternoon,1,80,3,0,Moderate,Icy,Truck,46,37,Daylight,0
Snowy,City Road,Afternoon,2,60,2,0,Low,Wet,Truck,27,52,Artificial Light,0
Clear,Highway,Night,1,60,4,0,Low,Wet,Car,24,57,No Light,0
Rainy,City Road,Afternoon,0,60,14,0,Low,Under Construction,Car,44,52,Artificial Light,1
Stormy,Highway,Morning,0,60,5,0,Moderate,Dry,Car,35,47,Artificial Light,0
Foggy,City Road,Night,0,60,3,0,Moderate,Wet,Car,56,40,Artificial Light,0
Clear,Highway,Afternoon,0,30,1,1,Low,Icy,Car,53,14,Daylight,1
Rainy,Highway,Afternoon,0,195,2,0,Low,Wet,Car,18,47,Artificial Light,0
Clear,Rural Road,Night,0,60,3,0,Low,Dry,Car,60,12,Artificial Light,0
Rainy,Highway,Afternoon,0,100,5,0,Low,Dry,Car,32,41,Artificial Light,1
Clear,Highway,Afternoon,1,60,3,0,High,Wet,Car,37,27,No Light,0
Rainy,Mountain Road,Afternoon,2,60,1,0,Low,Icy,Car,44,59,Artificial Light,0
Snowy,Highway,Afternoon,1,30,4,0,Moderate,Wet,Car,59,57,Artificial Light,0
Clear,Mountain Road,Afternoon,0,100,5,0,Low,Under Construction,Car,55,41,Artificial Light,0
Clear,Highway,Evening,0,50,5,0,High,Dry,Motorcycle,23,32,Daylight,1
Clear,Highway,Morning,0,50,4,0,Moderate,Dry,Car,45,32,Artificial Light,0
Clear,Highway,Afternoon,2,50,3,0,Low,Under Construction,Truck,25,61,Daylight,1
Snowy,Rural Road,Afternoon,1,50,3,0,Low,Dry,Car,30,40,Artificial Light,0
Rainy,Mountain Road,Afternoon,0,30,2,0,Low,Dry,Car,68,39,Daylight,0
Foggy,Highway,Afternoon,0,100,4,0,Low,Under Construction,Motorcycle,58,63,No Light,0
Clear,Highway,Afternoon,2,50,5,0,Low,Dry,Car,53,53,Daylight,0
Clear,Highway,Morning,0,30,11,0,Low,Under Construction,Car,18,56,No Light,0
Rainy,Rural Road,Morning,0,30,11,0,Moderate,Dry,Car,19,51,Artificial Light,0
Stormy,Rural Road,Evening,0,206,1,0,Moderate,Wet,Car,19,38,Daylight,0
Snowy,Highway,Afternoon,2,80,2,1,High,Dry,Motorcycle,27,44,Artificial Light,0
Stormy,Highway,Morning,2,30,2,0,Moderate,Dry,Car,64,52,Artificial Light,0
Rainy,City Road,Evening,1,30,5,0,Low,Icy,Car,60,63,Artificial Light,0
Foggy,City Road,Evening,0,80,4,0,Low,Dry,Car,50,23,Artificial Light,0
Foggy,Highway,Morning,2,50,3,0,Moderate,Under Construction,Bus,41,55,Artificial Light,0
Foggy,Highway,Afternoon,2,60,4,1,High,Dry,Truck,45,30,Daylight,0
Foggy,Rural Road,Morning,0,120,3,0,Low,Icy,Car,35,43,No Light,1
Foggy,Highway,Night,0,60,3,0,Moderate,Under Construction,Car,22,56,Daylight,0
Stormy,Highway,Morning,1,50,2,0,Low,Dry,Motorcycle,48,51,Daylight,0
Clear,Highway,Morning,2,100,3,0,Low,Dry,Car,29,48,Daylight,0
Foggy,Highway,Morning,2,30,3,1,Low,Under Construction,Car,46,35,Daylight,0
Clear,Highway,Morning,1,80,1,1,Low,Icy,Bus,56,24,Daylight,1
Foggy,Highway,Afternoon,1,100,2,0,Moderate,Icy,Car,21,15,Daylight,0
Clear,City Road,Afternoon,1,80,5,0,Low,Icy,Car,36,59,Artificial Light,0
Foggy,City Road,Afternoon,0,60,4,0,Low,Dry,Car,44,64,Artificial Light,1
Clear,Highway,Evening,0,50,5,0,Low,Dry,Truck,27,40,Daylight,0
Rainy,Mountain Road,Afternoon,1,60,3,0,Low,Icy,Bus,48,27,Daylight,1
Foggy,Highway,Morning,0,100,4,0,High,Wet,Car,64,58,Artificial Light,1
Clear,Highway,Afternoon,1,80,5,1,Low,Dry,Car,43,43,Daylight,1
Rainy,City Road,Afternoon,2,120,3,1,Low,Wet,Car,26,31,Artificial Light,1
Rainy,City Road,Afternoon,2,60,3,0,Moderate,Icy,Car,58,49,Daylight,1
Rainy,Highway,Morning,2,60,1,0,Moderate,Icy,Car,49,49,Daylight,0
Clear,Highway,Morning,1,50,5,0,Low,Dry,Car,57,45,No Light,0
Clear,Highway,Afternoon,2,60,2,0,Low,Dry,Car,34,27,Daylight,0
Clear,City Road,Morning,0,80,5,0,Low,Icy,Car,34,41,Artificial Light,0
Rainy,Mountain Road,Afternoon,2,120,3,0,High,Icy,Motorcycle,48,67,Artificial Light,0
Foggy,City Road,Evening,1,120,4,0,Moderate,Icy,Car,18,58,No Light,0
Rainy,Mountain Road,Evening,0,80,3,1,Low,Dry,Car,29,50,Artificial Light,1
Snowy,Highway,Afternoon,0,60,3,0,Low,Dry,Car,68,35,Artificial Light,1
Clear,City Road,Afternoon,1,30,4,1,Moderate,Dry,Truck,43,18,Daylight,0
Rainy,City Road,Night,1,80,4,0,High,Dry,Car,46,53,Artificial Light,0
Snowy,Highway,Afternoon,1,100,5,0,Low,Wet,Car,18,60,Artificial Light,1
Snowy,City Road,Afternoon,0,100,1,1,High,Wet,Car,58,39,Daylight,1
Rainy,Rural Road,Afternoon,0,80,2,0,Moderate,Dry,Truck,50,34,Artificial Light,1
Clear,Highway,Evening,2,60,4,0,Moderate,Dry,Car,69,53,Artificial Light,0
Stormy,City Road,Evening,1,60,2,1,Low,Dry,Car,64,53,Daylight,1
Clear,Highway,Morning,1,80,1,0,Low,Icy,Car,47,33,Daylight,0
Clear,Highway,Afternoon,2,100,4,0,Low,Dry,Car,47,60,Artificial Light,0
Rainy,Highway,Afternoon,2,100,1,0,Low,Icy,Car,43,47,Daylight,0
Foggy,Highway,Afternoon,0,60,1,0,Moderate,Dry,Motorcycle,29,30,Daylight,1
Clear,City Road,Morning,1,60,2,0,Low,Wet,Car,54,15,Artificial Light,0
Clear,Highway,Evening,2,50,5,0,Moderate,Icy,Car,66,21,Artificial Light,0
Rainy,Highway,Afternoon,1,60,2,1,Moderate,Dry,Car,22,38,Artificial Light,0
Snowy,Highway,Afternoon,0,80,1,0,Moderate,Wet,Car,64,26,Artificial Light,0
Rainy,City Road,Afternoon,0,50,5,0,Low,Icy,Car,39,31,Artificial Light,0
Snowy,City Road,Afternoon,1,60,1,1,Low,Dry,Truck,67,19,Artificial Light,0
Clear,Highway,Afternoon,2,60,5,0,Low,Dry,Car,24,54,Artificial Light,0
Rainy,Highway,Night,1,60,5,0,Low,Dry,Truck,25,38,Daylight,0
Rainy,Highway,Morning,0,60,5,0,Low,Dry,Truck,26,34,Daylight,0
Foggy,Rural Road,Evening,1,80,5,0,Low,Dry,Car,69,50,Daylight,0
Snowy,City Road,Morning,1,60,2,0,Low,Wet,Car,52,33,Artificial Light,0
Clear,City Road,Afternoon,2,60,5,0,Low,Dry,Truck,31,19,Artificial Light,0
Rainy,City Road,Morning,1,60,3,0,Low,Dry,Car,56,25,Artificial Light,1
Clear,City Road,Afternoon,0,120,1,1,Low,Icy,Car,44,39,Artificial Light,0
Snowy,City Road,Morning,0,60,5,0,High,Wet,Truck,21,48,Artificial Light,0
Rainy,City Road,Evening,2,60,3,1,Low,Dry,Motorcycle,61,37,No Light,1
Clear,City Road,Night,1,60,3,0,Moderate,Dry,Motorcycle,36,32,Artificial Light,0
Rainy,City Road,Morning,0,60,5,1,Low,Dry,Car,31,54,Daylight,0
Clear,Highway,Evening,1,50,5,0,Moderate,Dry,Motorcycle,22,42,Artificial Light,0
Snowy,Rural Road,Afternoon,0,30,1,0,Moderate,Dry,Car,26,19,Artificial Light,0
Stormy,Highway,Morning,1,100,3,0,Low,Icy,Car,42,37,Daylight,0
Clear,Rural Road,Morning,0,60,2,0,Low,Under Construction,Truck,55,40,Artificial Light,0
Rainy,City Road,Morning,2,80,5,0,Low,Icy,Car,40,26,Artificial Light,0
Clear,City Road,Night,0,80,3,0,Moderate,Under Construction,Motorcycle,48,56,Artificial Light,1
Rainy,Highway,Morning,1,213,5,0,Moderate,Dry,Car,23,14,Artificial Light,1
Snowy,City Road,Morning,1,30,3,0,Moderate,Icy,Truck,30,34,Artificial Light,1
Foggy,Mountain Road,Night,0,199,2,0,Moderate,Icy,Car,36,61,Daylight,0
Clear,Highway,Night,2,100,5,1,High,Dry,Car,60,57,Artificial Light,1
Clear,Highway,Afternoon,1,100,1,1,Low,Dry,Car,68,18,Daylight,1
Clear,City Road,Evening,0,80,2,0,Low,Dry,Truck,59,17,Daylight,0
Foggy,Highway,Evening,1,50,2,0,Low,Wet,Car,27,47,Artificial Light,0
Foggy,Rural Road,Evening,2,100,3,0,Low,Icy,Car,27,23,Daylight,1
Rainy,Highway,Afternoon,1,60,1,0,Low,Wet,Car,58,37,Artificial Light,0
Snowy,Rural Road,Night,0,50,3,0,Low,Icy,Car,69,55,Artificial Light,0
Foggy,Highway,Evening,1,120,3,0,Low,Dry,Car,19,46,Artificial Light,0
Foggy,Rural Road,Morning,1,80,5,0,Moderate,Dry,Car,56,51,Artificial Light,1
Rainy,Rural Road,Evening,2,30,4,0,Low,Wet,Car,60,49,Artificial Light,0
Clear,Highway,Morning,0,212,2,0,High,Wet,Car,42,61,Artificial Light,0
Clear,City Road,Night,2,100,3,0,Moderate,Dry,Car,50,37,Artificial Light,0
Rainy,Rural Road,Evening,0,50,4,0,Moderate,Dry,Car,42,34,Artificial Light,1
Clear,Highway,Evening,2,100,5,1,Low,Dry,Car,22,27,Daylight,0
Rainy,Highway,Evening,0,80,1,0,Moderate,Dry,Motorcycle,38,60,Daylight,0
Clear,Highway,Morning,2,30,4,0,Moderate,Dry,Car,42,40,Artificial Light,0
Rainy,Rural Road,Morning,1,80,4,0,Low,Dry,Bus,38,55,Artificial Light,0
Stormy,City Road,Afternoon,1,60,5,0,Low,Dry,Car,51,48,Artificial Light,0
Stormy,Highway,Afternoon,1,60,4,0,Low,Wet,Car,48,14,Artificial Light,1
Rainy,Highway,Evening,1,50,3,0,Low,Icy,Truck,29,13,Daylight,1
Clear,City Road,Afternoon,2,60,2,0,Low,Dry,Motorcycle,59,24,Daylight,0
Clear,Rural Road,Evening,0,60,14,0,Moderate,Wet,Bus,35,11,Artificial Light,0
Stormy,Rural Road,Afternoon,2,80,3,0,Low,Dry,Truck,29,36,Daylight,0
Snowy,City Road,Morning,0,100,5,0,Low,Wet,Car,42,31,Daylight,0
Clear,City Road,Evening,2,206,2,0,Moderate,Wet,Car,36,22,Daylight,0
Rainy,City Road,Morning,1,80,2,0,Moderate,Icy,Motorcycle,49,20,Daylight,0
Rainy,Highway,Night,0,100,4,0,Moderate,Wet,Motorcycle,27,63,Daylight,0
Rainy,Highway,Night,0,100,3,0,Moderate,Icy,Motorcycle,26,24,Artificial Light,0
Rainy,City Road,Night,1,120,4,0,Moderate,Dry,Car,18,56,Daylight,0
Stormy,Highway,Evening,0,60,3,1,Low,Dry,Car,32,63,Daylight,0
Clear,City Road,Evening,2,60,4,0,Moderate,Icy,Car,21,50,Artificial Light,1
Stormy,City Road,Afternoon,2,80,2,0,Low,Dry,Car,43,57,Artificial Light,0
Clear,Rural Road,Afternoon,1,100,4,0,Low,Dry,Motorcycle,41,30,Daylight,1
Rainy,Highway,Evening,2,60,3,1,Low,Icy,Motorcycle,49,57,Artificial Light,0
Rainy,City Road,Morning,1,50,3,0,Moderate,Dry,Car,49,48,Artificial Light,0
Rainy,Highway,Evening,0,30,5,0,Low,Icy,Truck,35,66,No Light,1
Clear,Highway,Afternoon,1,60,2,1,Low,Dry,Motorcycle,33,34,Daylight,0
Foggy,Rural Road,Night,1,80,4,1,Moderate,Dry,Car,68,34,Artificial Light,0
Rainy,City Road,Afternoon,1,100,5,0,Moderate,Icy,Bus,58,51,Artificial Light,1
Rainy,Highway,Morning,2,60,3,0,Low,Wet,Motorcycle,33,62,No Light,1
Clear,Highway,Afternoon,1,60,3,0,Low,Under Construction,Car,24,41,Daylight,0
Clear,Highway,Morning,2,100,4,0,Low,Icy,Car,60,26,Artificial Light,0
Stormy,Rural Road,Evening,0,80,4,1,Low,Icy,Truck,33,64,Artificial Light,1
Clear,City Road,Afternoon,0,80,5,0,Low,Wet,Car,68,53,Daylight,1
Rainy,City Road,Morning,0,60,4,0,Moderate,Dry,Truck,49,21,Daylight,0
Clear,Highway,Morning,1,30,5,0,Low,Wet,Car,27,31,Daylight,0
Stormy,City Road,Morning,0,60,4,0,Moderate,Under Construction,Car,54,55,Daylight,0
Rainy,Highway,Afternoon,1,60,5,0,Moderate,Icy,Car,69,21,Artificial Light,1
Snowy,Rural Road,Morning,1,80,5,0,Low,Dry,Car,20,41,Artificial Light,0
Rainy,Rural Road,Evening,0,60,3,0,Moderate,Dry,Truck,57,37,No Light,1
Foggy,City Road,Afternoon,1,50,5,1,Low,Icy,Car,51,55,Artificial Light,1
Clear,Highway,Morning,2,50,3,0,Low,Wet,Car,32,31,Daylight,0
Rainy,Highway,Evening,0,60,5,0,Low,Dry,Truck,59,53,Daylight,1
Clear,Rural Road,Afternoon,1,100,2,0,Low,Wet,Car,19,61,Artificial Light,0
Rainy,City Road,Night,2,80,3,0,Low,Icy,Car,18,61,Artificial Light,1
Snowy,Highway,Afternoon,1,50,5,0,Low,Dry,Car,58,18,Artificial Light,1
Clear,Highway,Morning,0,60,4,0,Moderate,Under Construction,Car,29,29,Artificial Light,0
Clear,Mountain Road,Evening,1,80,1,0,Low,Icy,Car,66,46,Daylight,1
Rainy,Highway,Morning,0,100,2,1,Low,Dry,Car,43,55,Artificial Light,0
Rainy,City Road,Afternoon,1,60,4,0,Low,Dry,Car,28,54,Daylight,0
Snowy,Highway,Afternoon,0,120,5,0,Low,Dry,Car,69,27,Daylight,1
Clear,City Road,Night,1,80,2,0,Low,Wet,Car,62,51,Daylight,1
Clear,Highway,Afternoon,0,50,2,0,Low,Wet,Car,61,48,No Light,0
Rainy,Highway,Evening,1,50,5,0,Low,Icy,Car,51,41,Daylight,0
Clear,Highway,Evening,1,50,4,0,Low,Icy,Car,20,24,Daylight,1
